id;label
13569;Wolkersdorf (Burgwald), Jagdschloss, Entwurf zu Wirtschaftsgebäuden im Vorhof, Serie Wolkersdorf (Burgwald), Jagdschloss, Entwurf zu Wirtschaftsgebäuden im Vorhof, Serie/Wolkersdorf (Burgwald), Jagdschloss, Entwurf zu einem Back-, Brau- und Schlachthaus im Wirtschaftshof, Aufriss und Grundrisse
13570;Bieber (Biebergemünd), Eisenhüttenwerk mit Hochofen, Bestandsaufnahme, Aufrisse
13571;Bieber (Biebergemünd), Eisenhüttenwerk mit Hochofen, Bestandsaufnahme, Aufrisse Bieber (Biebergemünd), Eisenhüttenwerk mit Hochofen, Bestandsaufnahme, Aufrisse/Bieber (Biebergemünd), Eisenhüttenwerk mit Hochofen, Bestandsaufnahme, Aufriss (Vorderseite)
13572;Bieber (Biebergemünd), Eisenhüttenwerk mit Hochofen, Bestandsaufnahme, Aufrisse Bieber (Biebergemünd), Eisenhüttenwerk mit Hochofen, Bestandsaufnahme, Aufrisse/Bieber (Biebergemünd), Eisenhüttenwerk mit Hochofen, Bestandsaufnahme, Aufriss (Schmalseite)
13573;Springendes Pferd mit seinem Führer
13574;Niedergandern, Gutshof, Vieh- und Brennereigebäude, Entwurf, Grundriss
13575;Fragment eines Stammbaumes der hessischen Landgrafen aus dem Sitzungssaal des Marburger Rathauses
13576;Frontal sitzende Frau im braunen Kleid
13577;Therese von Neumeier
13578;Frau in burgundischer Mode des 15. Jahrhunderts
13579;Marburg, Botanisches Institut, Erweiterungsbau, Ventilationskanäle und Sparrenlage, Entwurf, Grundriss
13580;Marburg, Wehr und Wegführung bei der ehemaligen Hospitalwiese, Bauaufnahme, Lageplan
13581;Kassel, Renthof, Kanzleibau, Bauaufnahme, Plansatz
13582;Kassel, Renthof, Kanzleibau, Bauaufnahme, Plansatz Kassel, Renthof, Kanzleibau, Bauaufnahme, Plansatz/Kassel, Renthof, Kanzleibau, Bauaufnahme, Grundriss des ersten Geschosses
13583;Kassel, Renthof, Kanzleibau, Bauaufnahme, Plansatz Kassel, Renthof, Kanzleibau, Bauaufnahme, Plansatz/Kassel, Renthof, Kanzleibau, Bauaufnahme, Grundriss des zweiten Geschosses
13584;Kassel, Renthof, Kanzleibau, Bauaufnahme, Plansatz Kassel, Renthof, Kanzleibau, Bauaufnahme, Plansatz/Kassel, Renthof, Kanzleibau, Bauaufnahme, Grundriss des Dachgeschosses
13585;Festtagstrachten bei einer Feier in Lang-Göns
13586;Studienblatt mit bärtigem Kopf
13587;Gasse im Winter (In Börnchen)
13588;Kästchen mit einer Frau in Spanischer Mode auf dem Deckel
13589;Marburg, Entwurf für einen Erweiterungsbau des botanischen Institutes, Aufrisse
13590;Marburg, Stadtplan - bei der Belagerung im Siebenjährigen Krieg der Stadt, Lageplan, Kopie nach G. Knoch
13591;sogenannter Kardinalshut, Breitrandplatte
13592;Entwurf zu einem Krankenhaus, Akademische Studie, Plansatz Entwurf zu einem Krankenhaus, Akademische Studie, Plansatz/Entwurf zu einem Krankenhaus, Akademische Studie, Aufriss und Längsschnitt
13593;Entwurf zu einem Krankenhaus, Akademische Studie, Plansatz Entwurf zu einem Krankenhaus, Akademische Studie, Plansatz/Entwurf zu einem Krankenhaus, Akademische Studie, Aufriss, Querschnitt und Grundrisse
13594;Entwurf zu einem Krankenhaus, Akademische Studie, Plansatz Entwurf zu einem Krankenhaus, Akademische Studie, Plansatz/Entwurf zu einem Krankenhaus, Akademische Studie, Aufrisse, Grundrisse, Schnitte und Situationsplan
13595;Im Pustertal
13596;Calden, Schloss Wilhelmsthal, Bestandsaufnahme, Grundrisse
13597;Calden, Schloss Wilhelmsthal, Bestandsaufnahme, Grundrisse Calden, Schloss Wilhelmsthal, Bestandsaufnahme, Grundrisse/Calden, Schloss Wilhelmsthal, Bestandsaufnahme, Grundriss vom Erdgeschoss
13598;Calden, Schloss Wilhelmsthal, Bestandsaufnahme, Grundrisse Calden, Schloss Wilhelmsthal, Bestandsaufnahme, Grundrisse/Calden, Schloss Wilhelmsthal, Bestandsaufnahme, Grundriss der Beletage
13599;Calden, Schloss Wilhelmsthal, Bestandsaufnahme, Grundrisse Calden, Schloss Wilhelmsthal, Bestandsaufnahme, Grundrisse/Calden, Schloss Wilhelmsthal, Bestandsaufnahme, Grundriss vom Dachgeschoss
13600;Kassel, Eckhaus Graben- und Ziegengasse: Treppen-Details
13601;Niedergandern, Gutshof, Wohnhaus, Umbauentwurf, Grundrisse
13602;Spiegel mit Blumenornamentik und Schmetterlingen auf dem Rahmen
13603;Philippsthal, Schloß, Stallgebäude, Entwurf, Teilgrundriss
13604;Mann mit Turban
13605;Marburg, Ketzerbachschule , Umbauentwurf zum zahnärztlichen Institut mit umliegenden Häusern, Lageplan
13606;Marburg, Wohnhaus in der Lahnstraße 3, Bauaufnahme, Grundrisse
13607;Gebirgsbach im Engadin
13608;Rübenausmacherin
13609;Philippsthal (Werra), Ehemaliges Benediktinerinnenkloster Kreuzberg, Bestandsaufnahme und Umgestaltungsentwurf, Lageplan und Grundriss
13610;Philippsthal (Werra), Ehemaliges Benediktinerinnenkloster Kreuzberg, Bestandsaufnahme und Umgestaltungsentwurf, Lageplan und Grundriss Philippsthal (Werra), Ehemaliges Benediktinerinnenkloster Kreuzberg, Bestandsaufnahme und Umgestaltungsentwurf, Lageplan und Grundriss/Philippsthal (Werra), Ehemaliges Benediktinerinnenkloster Kreuzberg, Bestandsaufnahme, Lageplan und Grundriss
13611;Philippsthal (Werra), Ehemaliges Benediktinerinnenkloster Kreuzberg, Bestandsaufnahme und Umgestaltungsentwurf, Lageplan und Grundriss Philippsthal (Werra), Ehemaliges Benediktinerinnenkloster Kreuzberg, Bestandsaufnahme und Umgestaltungsentwurf, Lageplan und Grundriss/Philippsthal (Werra), Ehemaliges Benediktinerinnenkloster Kreuzberg, Bestandsaufnahme mit Änderungsentwurf, Lageplan und Grundriss
13612;Cicadetta montana
13613;Liegender gekrönter Löwe
13614;Stalaktiten in einer Tropfsteinhöhle in der Mazocha-Schlucht bei Blansko im Mährischen Karst
13615;Spiegel mit zwei stehenden Frauen auf dem Rahmen
13616;Bildnis einer jungen Dame (angeblich Antonie von Pfeiffer)
13617;Marburg, Landgrafenschloss, Situationsplan vom Stockhauses, Bestandsaufnahme, Lageplan
13618;Die alte Mühle
13619;Kleiner Waldweiher
13620;unbekannter Ort, Kavalleriekaserne, Entwurf?, Plansatz
13621;unbekannter Ort, Kavalleriekaserne, Entwurf?, Plansatz unbekannter Ort, Kavalleriekaserne, Entwurf?, Plansatz/unbekannter Ort, Kavalleriekaserne, Entwurf?, Aufriss, Schnitte
13622;unbekannter Ort, Kavalleriekaserne, Entwurf?, Plansatz unbekannter Ort, Kavalleriekaserne, Entwurf?, Plansatz/unbekannter Ort, Kavalleriekaserne, Entwurf?, Grundriss vom Obergeschoss
13623;unbekannter Ort, Kavalleriekaserne, Entwurf?, Plansatz unbekannter Ort, Kavalleriekaserne, Entwurf?, Plansatz/Potsdam, Lange Brücke, Konstruktionszeichnung, Aufrisse
13624;Ofenkachelmodel mit Blumenornament
13625;Gesellenbrief
13626;Tanz auf einem Dorfplatz in der Schwalm
13627;Cottbusser Markt mit Jahrmarktsbuden
13628;Ermetheis, Evangelische Kirche, Bestandsaufnahme und Umbauentwurf, Lageplan, Grundrisse, Aufrisse und Lageplan
13629;Ermetheis, Evangelische Kirche, Bestandsaufnahme und Umbauentwurf, Lageplan, Grundrisse, Aufrisse und Lageplan Ermetheis, Evangelische Kirche, Bestandsaufnahme und Umbauentwurf, Lageplan, Grundrisse, Aufrisse und Lageplan/Ermetheis, Evangelische Kirche, Bestandsaufnahme und Umbauentwurf, Grundrisse, Aufrisse und Lageplan
13630;Ermetheis, Evangelische Kirche, Bestandsaufnahme und Umbauentwurf, Lageplan, Grundrisse, Aufrisse und Lageplan Ermetheis, Evangelische Kirche, Bestandsaufnahme und Umbauentwurf, Lageplan, Grundrisse, Aufrisse und Lageplan/Ermetheis, Evangelische Kirche, Bestandsaufnahme und Umbauentwruf, Grundrisse, Aufrisse, Querschnitt und Lageplan
13631;Ermetheis, Evangelische Kirche, Bestandsaufnahme und Umbauentwurf, Lageplan, Grundrisse, Aufrisse und Lageplan Ermetheis, Evangelische Kirche, Bestandsaufnahme und Umbauentwurf, Lageplan, Grundrisse, Aufrisse und Lageplan/Ermetheis, Evangelische Kirche, Bestandsaufnahme und Umbauentwurf, Grundrisse, Aufriss, Querschnitt und Lageplan
13632;Landschaft bei Altoschatz-Rosenthal
13633;Model für Ofengesimsecke
13634;Zeugnis über 1 Jahr und 5 Wochen Arbeit in Marburg
13635;Äußeres einer Schaubude auf dem Cottbusser Herbst-Jahrmarkt
13636;Ermschwerd, Domäne, Lageplan und Entwürfe für einzelne Gebäude
13637;Ermschwerd, Domäne, Lageplan und Entwürfe für einzelne Gebäude Ermschwerd, Domäne, Lageplan und Entwürfe für einzelne Gebäude/Ermschwerd, Domäne, Lageplan
13638;Ermschwerd, Domäne, Lageplan und Entwürfe für einzelne Gebäude Ermschwerd, Domäne, Lageplan und Entwürfe für einzelne Gebäude/Ermschwerd, Domäne, Entwurf zum Arbeiterwohnhaus, Aufriss, Grundriss
13639;Ermschwerd, Domäne, Lageplan und Entwürfe für einzelne Gebäude Ermschwerd, Domäne, Lageplan und Entwürfe für einzelne Gebäude/Ermschwerd, Arbeiter Wohnhaus auf dem Gut, Entwurf, Längsschnitt, Querschnitt und Grundriss
13640;Ermschwerd, Domäne, Lageplan und Entwürfe für einzelne Gebäude Ermschwerd, Domäne, Lageplan und Entwürfe für einzelne Gebäude/Ermschwerd, Domäne, Entwurf zum Stallgebäude, Aufriss, Längsschnitt und Grundriss
13641;Ermschwerd, Domäne, Lageplan und Entwürfe für einzelne Gebäude Ermschwerd, Domäne, Lageplan und Entwürfe für einzelne Gebäude/Ermschwerd, Domäne, Kostenanschlag für Arbeiterwohnhaus und Stallungen, Schriftstück
13642;Häuser am Kanalufer (Barrage du Nil)
13643;Arbeitszeugnis für einen Schneider in Kirchhain
13644;Postkutsche in Kulmbach
13645;Model für Gesimskachelecke
13646;Erksdorf, Schulhaus und Schuppen, Entwürfe, Lageplan, Aufrisse und Grundrisse
13647;Erksdorf, Schulhaus und Schuppen, Entwürfe, Lageplan, Aufrisse und Grundrisse Erksdorf, Schulhaus und Schuppen, Entwürfe, Lageplan, Aufrisse und Grundrisse/Erksdorf, Schulhaus, Entwurf, Lageplan
13648;Erksdorf, Schulhaus und Schuppen, Entwürfe, Lageplan, Aufrisse und Grundrisse Erksdorf, Schulhaus und Schuppen, Entwürfe, Lageplan, Aufrisse und Grundrisse/Erksdorf, Schulhaus, Entwurf, Grundrisse
13649;Erksdorf, Schulhaus und Schuppen, Entwürfe, Lageplan, Aufrisse und Grundrisse Erksdorf, Schulhaus und Schuppen, Entwürfe, Lageplan, Aufrisse und Grundrisse/Erksdorf, Schulhaus, Entwurf, Aufriss
13650;Wohra, Gutshof von Dalwigk (Vorwerk), Brennerei, Bauaufnahme, Aufriss und Grundriss
13651;Erksdorf, Schule und Stall, Bauaufnahme, Aufrisse, Grundrisse und Lageplan
13652;Erksdorf, Schule und Stall, Bauaufnahme, Aufrisse, Grundrisse und Lageplan Erksdorf, Schule und Stall, Bauaufnahme, Aufrisse, Grundrisse und Lageplan/Erksdorf, Bauzeichnungen zum Schulgebäude, Bauaufnahme, Aufriss, Grundrisse
13653;Erksdorf, Schule und Stall, Bauaufnahme, Aufrisse, Grundrisse und Lageplan Erksdorf, Schule und Stall, Bauaufnahme, Aufrisse, Grundrisse und Lageplan/Erksdorf, Bauzeichnungen der Stallgebäude der Schul, Bauaufnahme, Aufrisse, Grundrisse, Lageplan
13654;Titisee-Neustadt, Brautpaar
13655;Wohra, Gutshof von Dalwigk (Vorwerk), Wohnhaus mit Stall, Bauaufnahme, Aufriss
13656;Kirmes in Sarnau
13657;Kachelmodel mit Medaillon und Adlern
13658;Baustelle Marburg
13659;Exlibris D. O. S. Kunstverein in Teschen
13660;Wohra, Gutshof von Dalwigk (Vorwerk), Schweinestall, Bauaufnahme, Aufriss und Grundriss
13661;Merxhausen (Emstal), altes Landeshospital, Bauaufnahme, Aufrisse, Querschnitt und Grundrisse
13662;Roda (Rosenthal Kreis Waldeck-Frankenberg), Evangelische Kirche - Orgelprospekt, Entwurf, Aufriss
13663;Roda (Rosenthal Kreis Waldeck-Frankenberg), Evangelische Kirche - Orgelprospekt, Entwurf, Aufriss Roda (Rosenthal Kreis Waldeck-Frankenberg), Evangelische Kirche - Orgelprospekt, Entwurf, Aufriss/Roda (Rosenthal Kreis Waldeck-Frankenberg), Evangelische Kirche - Orgelprospekt, Entwurf, Aufriss
13664;Roda (Rosenthal Kreis Waldeck-Frankenberg), Evangelische Kirche - Orgelprospekt, Entwurf, Aufriss Roda (Rosenthal Kreis Waldeck-Frankenberg), Evangelische Kirche - Orgelprospekt, Entwurf, Aufriss/Roda (Rosenthal Kreis Waldeck-Frankenberg), Evangelische Kirche - Orgelprospekt, Entwurf, Aufrisse
13665;Vollwappen mit bekröntem, steigendem Löwen auf dem Schild
13666;Poppenhausen auf der Wasserkuppe, Forsthof, Entwurf zum Holzschuppen, Aufrisse, Schnitt und Grundriss
13667;Helle Nacht
13668;Merxhausen (Emstal), Landeshospital, Entwurf, Grundrisse
13669;Exlibris Elisabeth Steche
13670;Wohra, Gutshof von Dalwigk (Vorwerk), Rinderstall, Bauaufnahme, Aufriss und Grundriss
13671;Kassel, Schloß Wilhelmshöhe, Seitenflügel
13672;Elters, Baupläne für das Schulhaus und dem Stallgebäude, Entwurf, Aufriss, Grundrisse, Längsschnitt, Qerschnitt, Lagepläne
13673;Elters, Baupläne für das Schulhaus und dem Stallgebäude, Entwurf, Aufriss, Grundrisse, Längsschnitt, Qerschnitt, Lagepläne Elters, Baupläne für das Schulhaus und dem Stallgebäude, Entwurf, Aufriss, Grundrisse, Längsschnitt, Qerschnitt, Lagepläne/Elters, Baupläne für das Schulhaus, Entwurf, Aufrisse, Grundriss, Lageplan
13674;Elters, Baupläne für das Schulhaus und dem Stallgebäude, Entwurf, Aufriss, Grundrisse, Längsschnitt, Qerschnitt, Lagepläne Elters, Baupläne für das Schulhaus und dem Stallgebäude, Entwurf, Aufriss, Grundrisse, Längsschnitt, Qerschnitt, Lagepläne/Elters, Baupläne für das Schulhaus, Entwurf, Aufrisse, Grundrisse, Längsschnitt, Querschnitt
13675;Elters, Baupläne für das Schulhaus und dem Stallgebäude, Entwurf, Aufriss, Grundrisse, Längsschnitt, Qerschnitt, Lagepläne Elters, Baupläne für das Schulhaus und dem Stallgebäude, Entwurf, Aufriss, Grundrisse, Längsschnitt, Qerschnitt, Lagepläne/Elters, Baupläne des Stall- und Abortgebäude für das Schulhaus, Entwurf, Aufriss, Grundrisse und Lageplan
13676;Auf dem Halbmond sitzendes Kind mit Laterne
13677;Wohnwagen und Traktor am Rande des Cottbusser Herbst-Jahrmarktes
13678;Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Plansatz Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Plansatz/Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Grundriss vom ersten Obergeschoss
13679;Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Plansatz Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Plansatz/Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Grundriss vom Keller
13680;Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Plansatz Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Plansatz/Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf zu einem Laboratorium, Aufriss und Grundrisse
13681;Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Plansatz Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Plansatz/Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf zu einem Laboratorium, Aufriss und Schnitte
13682;Wohra, Gutshof von Dalwigk (Vorwerk), Schäferhaus, Bauaufnahme, Aufriss und Grundrisse
13683;Rattenfängerspiel in Hameln
13684;Kachelmodel mit Kurfürst
13685;Titisee-Neustadt, Hochzeitszug mit Lebensbaum
13686;Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails
13687;Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails/Ellershausen, Evangelische Kirche, Entwurf, Grundrisse und Längsschnitt
13688;Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails/Ellershausen, Evangelische Kirche, Entwurf, Grundriss, Querschnitt
13689;Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails/Ellershausen, Evangelische Kirche, Entwurf, Aufsicht, Längsschnitt, Querschnitte
13690;Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails/Ellershausen, Evangelische Kirche, Kirchturm, Entwurf, Aufriss
13691;Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails/Ellershausen, Evangelische Kirche, Entwurf, Aufriss
13692;Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails/Ellershausen, Evangelische Kirche, Entwurf, Querschnitte
13693;Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails/Ellershausen, Evangelische Kirche, Entwurf, Architekturdetails, Aufriss, Grundriss und Querschitt
13694;Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails/Ellershausen, Evangelische Kirche, Entwurf, Architekturdetails, Querschnitt und Aufriss
13695;Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails Ellershausen, Evangelische Kirche, Entwürfe, Grundrisse, Längsschnitte, Aufrisse, Querschnitte und Architekturdetails/Ellershausen, Evangelische Kirche - Kirchturm, Entwurf, technische Zeichnung, Grundriss, Schnitte
13696;Selbstbildnis Franz Frank
13697;Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Serie Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Serie/Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Grundrisse
13698;Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Serie Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Serie/Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf zu einem Laboratorium, Aufriss
13699;Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Serie Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf, Serie/Kassel, Höhere Gewerbeschule (Polytechnikum), Entwurf zu einem Laboratorium, Grundrisse
13700;Wohra, Gutshof von Dalwigk (Vorwerk), Backhaus, Bauaufnahme, Aufriss und Grundriss
13701;"Ofenkacheln Ofenkacheln/Ofenkachel mit Personikifation des ""Glaubens"""
13702;Ellershausen, Evangelische Kirche - Innenausstattung, Entwürfe, Grundrisse, Querschnitte, Aufrisse
13703;Ellershausen, Evangelische Kirche - Innenausstattung, Entwürfe, Grundrisse, Querschnitte, Aufrisse Ellershausen, Evangelische Kirche - Innenausstattung, Entwürfe, Grundrisse, Querschnitte, Aufrisse/Ellershausen, Evangelische Kirche - Innenausstattung, Entwurf, Grundriss, Aufriss, Querschnitt
13704;Ellershausen, Evangelische Kirche - Innenausstattung, Entwürfe, Grundrisse, Querschnitte, Aufrisse Ellershausen, Evangelische Kirche - Innenausstattung, Entwürfe, Grundrisse, Querschnitte, Aufrisse/Ellershausen, Evangelische Kirche - Kanzel, Entwurf, Aufriss, Querschnitt, Grundriss, Detail
13705;Ellershausen, Evangelische Kirche - Innenausstattung, Entwürfe, Grundrisse, Querschnitte, Aufrisse Ellershausen, Evangelische Kirche - Innenausstattung, Entwürfe, Grundrisse, Querschnitte, Aufrisse/Ellershausen, Evangelische Kirche - Altar, Entwurf, Aufriss, Grundriss
13706;Model für Gesimskachel
13707;Häuser in Goßfelden
13708;Die Windmühle (Motiv im Lignitzer Vorland)
13709;Wenkbach, evangelische Kirche, Skizzen vom Dachstuhl des Turmes, mit Grundriß
13710;Bad Wildungen, Schloss Friedrichstein, Umbauentwurf für den Westflügel, Aufriss und Grundriss
13711;Central Collecting Point Marburg. Mitarbeiter vor dem Hessischen Staatsarchiv
13712;Marburg, Reformations-Festspiel
13713;Ansichten und Pläne
13714;Ansichten und Pläne Ansichten und Pläne/Druck
13715;Grüne Bäume
13716;Scheidender Tag (Lüneburger Heide, Weg von Lopau nach Münster)
13717;Marburg, Schlossparkbühne, Marburger Festspiele 1928
13718;Titelblatt der Oberhessischen Zeitung, 44. Jahrgang, Nr. 244
13719;Kachelmodel mit Blumengirlande
13720;Hessische Bäuerin (Reproduktion)
13721;Eisbrecher
13722;"Der Philosophenweg (Toepffers Forstgut; Lopau)"
13723;Titelblatt der Oberhessischen Zeitung, 44. Jahrgang, Nr. 226
13724;Burgfriedenspatent für den fürstlichen Hof und die übrigen fürstlichen Häuser
13725;Burgfriedenspatent für den fürstlichen Hof und die übrigen fürstlichen Häuser Burgfriedenspatent für den fürstlichen Hof und die übrigen fürstlichen Häuser/Druck
13726;Innendekoration
13727;Central Collecting Point Marburg. Mitarbeiter beim Auspacken der Kunstwerke im Lesesaal des Staatsarchivs
13728;Marburg, Schlossparkbühne, Marburger Festspiele 1929, Spiel von der Heiligen Elisabeth
13729;Bergdorf bei Quillan
13730;Kachelmodel
13731;Weiden vor Tannenwald
13732;Kieferngruppe in Lopau
13733;Titelblatt der Oberhessischen Zeitung, 44. Jahrgang
13734;Residentz- und Haupt-Vestung Dresden
13735;Residentz- und Haupt-Vestung Dresden Residentz- und Haupt-Vestung Dresden/Das Churfürstlich Sächsische Residenzhauß zu Dresden
13736;Residentz- und Haupt-Vestung Dresden Residentz- und Haupt-Vestung Dresden/Churfürstlich Sächsische Stallgebäude zu Dresden
13737;Residentz- und Haupt-Vestung Dresden Residentz- und Haupt-Vestung Dresden/Das Churfürstlich Sächsische Haubtzeughauß zu Dresden
13738;Residentz- und Haupt-Vestung Dresden Residentz- und Haupt-Vestung Dresden/Prospect des Churfürstlich Sächsischen Reut- und Schieshauses auch Feuerwercks-Gewölbes
13739;Residentz- und Haupt-Vestung Dresden Residentz- und Haupt-Vestung Dresden/Portal des Churfürstlich Sächsischen Residenzschloßes zu Dresden
13740;Residentz- und Haupt-Vestung Dresden Residentz- und Haupt-Vestung Dresden/Abbildung der Gallerie auf dem Churfürstlich Sächsischen Stalle zu Dresden
13741;Residentz- und Haupt-Vestung Dresden Residentz- und Haupt-Vestung Dresden/Das Churfürstlich Sächsische Jägerhaus zu Alt Dresden
13742;Marburg, Schlossparkbühne, Marburger Festspiele 1930, Volkstanzgruppe
13743;Holzlöffel, Kreis Korbach und Holzteller, Kreis Ziegenhain
13744;Immichenhain (Ottrau), Staatsdomäne (Diemenschuppen), Entwurf, Längsschnitt und Teilgrundriss
13745;Zentralbibliothek der Philipps-Universität
13746;Titelblatt der Oberhessischen Zeitung, 44. Jahrgang, Nr. 196
13747;Eichenzell, Schloss Fasanerie, Vermessungspläne
13748;Eichenzell, Schloss Fasanerie, Vermessungspläne Eichenzell, Schloss Fasanerie, Vermessungspläne/Eichenzell, Vermessung des Schlosses Fasanerie, Erläuterung, Schriftstück
13749;Eichenzell, Schloss Fasanerie, Vermessungspläne Eichenzell, Schloss Fasanerie, Vermessungspläne/Eichenzell, Schloss Fasanerie mit Park, Bestandsaufnahme, Lageplan
13750;Eichenzell, Schloss Fasanerie, Vermessungspläne Eichenzell, Schloss Fasanerie, Vermessungspläne/Eichenzell, Schloss Fasanerie, Parkanlage, Bestandsaufnahme, Lageplan
13751;Eichenzell, Schloss Fasanerie, Vermessungspläne Eichenzell, Schloss Fasanerie, Vermessungspläne/Eichenzell, Schloss Fasanerie, Terrassengarten, Bestandsaufnahme, Lageplan
13752;Eichenzell, Schloss Fasanerie, Vermessungspläne Eichenzell, Schloss Fasanerie, Vermessungspläne/Eichenzell, Schloss Fasanerie mit Park, Bestandsaufnahme, Lageplan Eichenzell, Schloss Fasanerie, Vermessungspläne/Eichenzell, Schloss Fasanerie mit Park, Bestandsaufnahme, Lageplan/Eichenzell, Schloss Fasanerie, Skizze, Lageplan
13753;Eichenzell, Schloss Fasanerie, Vermessungspläne Eichenzell, Schloss Fasanerie, Vermessungspläne/Rechnung über die Vermessung des Schlosses Fasanerie (Eichenzell) und des Lichtenbergs bei Friesenhausen, Schriftstück
13754;Eichenzell, Schloss Fasanerie, Vermessungspläne Eichenzell, Schloss Fasanerie, Vermessungspläne/Eichenzell, Park von Schloss Fasanerie, Bestandsaufnahme, Vermessungsskizze
13755;Landschaft bei Quillan
13756;Fulda, Stadtschloss mit Lustgarten, Bestandsaufnahme, Lageplan
13757;Frau mit Amor
13758;Frau mit Amor Frau mit Amor/Frau und Amor
13759;Eichenzell, Schloss der Herren von Ebersberg, Bauaufnahme, Grundrisse
13760;Eichenzell, Schloss der Herren von Ebersberg, Bauaufnahme, Grundrisse Eichenzell, Schloss der Herren von Ebersberg, Bauaufnahme, Grundrisse/Eichenzell, Schloss der Herren von Ebersberg, Bestandsaufnahme, Lageplan
13761;Eichenzell, Schloss der Herren von Ebersberg, Bauaufnahme, Grundrisse Eichenzell, Schloss der Herren von Ebersberg, Bauaufnahme, Grundrisse/Eichenzell, Schloss der Herren von Ebersberg, Bauaufnahme, Grundrisse
13762;Marburg, Steinweg, Brunnenfest, Festzug
13763;Titelblatt der Oberhessischen Zeitung, 44. Jahrgang, Nr. 214
13764;Blatt der Oberhessischen Zeitung
13765;Ofenkachel mit geflügeltem Engelskopf
13766;Immichenhain (Ottrau), Staatsdomäne (Diemenschuppen), Entwurf, Grundriss (Fundament)
13767;Marburg, Südstadt, Blumenfest, Festzug
13768;Fulda, Stadtanlage, Bestandsaufnahme, Lageplan
13769;Gartenplan
13770;Wanderbuch
13771;Wanderbuch Wanderbuch/Buchseite
13772;Wanderbuch Wanderbuch/Titelblatt
13773;Wanderbuch Wanderbuch/Titelblatt Wanderbuch/Titelblatt/Anblick von Schloß Wilhelmshöhe in Kassel
13774;Sonniger Tag (Kunzendorf, Kreis Landeshut)
13775;Synopsis descriptionis totius Hassiae tribus libris Comprehensae
